Player,Team,Pos,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Salary,PlayerID
Tyrese Haliburton,IND,PG,23.0,69.0,68.0,32.231884057971016,7.246376811594203,15.18840579710145,0.477,2.8260869565217392,7.753623188405797,0.364,4.420289855072464,7.434782608695652,0.595,2.8115942028985508,3.289855072463768,0.855,0.5072463768115942,3.420289855072464,3.927536231884058,10.898550724637682,1.2028985507246377,0.6956521739130435,2.3043478260869565,1.0869565217391304,20.13043478260869,42176400.0,137
Trae Young,ATL,PG,25.0,54.0,54.0,35.96296296296296,8.018518518518519,18.666666666666668,0.43,3.240740740740741,8.685185185185185,0.373,4.777777777777778,9.98148148148148,0.479,6.444444444444445,7.537037037037037,0.855,0.4259259259259259,2.333333333333333,2.759259259259259,10.796296296296296,1.3333333333333333,0.2037037037037037,4.351851851851852,2.0185185185185186,25.72222222222222,43031940.0,138
Klay Thompson,GSW,SF,33.0,77.0,63.0,29.662337662337663,6.363636363636363,14.714285714285714,0.432,3.4805194805194803,8.987012987012987,0.387,2.883116883116883,5.727272727272728,0.503,1.6493506493506491,1.7792207792207793,0.927,0.4545454545454545,2.844155844155844,3.2987012987012987,2.2857142857142856,0.6493506493506493,0.4545454545454545,1.5194805194805194,1.6493506493506491,17.857142857142858,15873016.0,139
Nikola Vučević,CHI,C,33.0,76.0,74.0,34.3421052631579,7.7105263157894735,15.93421052631579,0.484,1.2105263157894737,4.118421052631579,0.294,6.5,11.81578947368421,0.55,1.394736842105263,1.6973684210526316,0.822,2.763157894736842,7.776315789473684,10.539473684210526,3.3421052631578947,0.6578947368421053,0.7894736842105263,1.5789473684210529,2.5,18.026315789473685,20000000.0,140
D'Angelo Russell,LAL,PG,27.0,76.0,69.0,32.68421052631579,6.473684210526316,14.210526315789474,0.456,2.973684210526316,7.171052631578948,0.415,3.5,7.039473684210527,0.497,2.0921052631578947,2.526315789473684,0.828,0.3684210526315789,2.736842105263158,3.1052631578947367,6.342105263157895,0.9078947368421052,0.4736842105263157,2.0526315789473686,2.0526315789473686,18.013157894736842,18692307.0,141
Bam Adebayo,MIA,C,26.0,71.0,71.0,34.028169014084504,7.464788732394366,14.32394366197183,0.521,0.2112676056338028,0.5915492957746479,0.357,7.253521126760563,13.732394366197184,0.528,4.112676056338028,5.450704225352113,0.755,2.23943661971831,8.140845070422536,10.380281690140846,3.915492957746479,1.1408450704225352,0.9295774647887324,2.2816901408450705,2.23943661971831,19.253521126760564,34848340.0,142
Chet Holmgren,OKC,C,21.0,82.0,82.0,29.42682926829268,6.158536585365853,11.621951219512194,0.53,1.5731707317073171,4.2560975609756095,0.37,4.585365853658536,7.365853658536586,0.623,2.658536585365854,3.3536585365853657,0.793,1.5731707317073171,6.329268292682927,7.902439024390244,2.4390243902439024,0.6463414634146342,2.317073170731707,1.5975609756097562,2.402439024390244,16.548780487804876,10880640.0,143
Jordan Poole,WAS,SG,24.0,78.0,66.0,30.07692307692308,6.282051282051282,15.205128205128204,0.413,2.358974358974359,7.230769230769231,0.326,3.923076923076923,7.9743589743589745,0.492,2.4615384615384617,2.8076923076923075,0.877,0.4102564102564102,2.3076923076923075,2.717948717948718,4.397435897435898,1.1025641025641026,0.3205128205128205,2.41025641025641,3.128205128205128,17.384615384615383,29651786.0,144
Michael Porter Jr.,DEN,SF,25.0,81.0,81.0,31.666666666666668,6.444444444444445,13.320987654320987,0.484,2.716049382716049,6.839506172839506,0.397,3.728395061728395,6.481481481481482,0.575,1.1358024691358024,1.3580246913580247,0.836,1.308641975308642,5.666666666666667,6.9753086419753085,1.5061728395061729,0.5185185185185185,0.654320987654321,1.1358024691358024,1.8271604938271604,16.74074074074074,35859950.0,145
Jalen Williams,OKC,PF,22.0,71.0,71.0,31.309859154929576,7.549295774647887,13.985915492957746,0.54,1.4507042253521127,3.3943661971830985,0.427,6.098591549295775,10.591549295774648,0.576,2.535211267605634,3.112676056338028,0.814,0.5211267605633803,3.4507042253521125,3.971830985915493,4.535211267605634,1.1267605633802815,0.6338028169014085,1.732394366197183,2.464788732394366,19.08450704225352,4775760.0,146
Joel Embiid,PHI,C,29.0,39.0,39.0,33.56410256410256,11.538461538461538,21.82051282051282,0.529,1.3846153846153846,3.5641025641025643,0.388,10.153846153846152,18.25641025641025,0.556,10.23076923076923,11.58974358974359,0.883,2.435897435897436,8.58974358974359,11.025641025641026,5.615384615384615,1.1794871794871795,1.6923076923076923,3.8461538461538463,2.871794871794872,34.69230769230769,51415938.0,147
Karl-Anthony Towns,MIN,PF,28.0,62.0,62.0,32.67741935483871,7.725806451612903,15.338709677419354,0.504,2.193548387096774,5.274193548387097,0.416,5.532258064516129,10.064516129032258,0.55,4.112903225806452,4.709677419354839,0.873,1.5161290322580645,6.790322580645161,8.306451612903226,3.048387096774193,0.6935483870967742,0.6612903225806451,2.8548387096774195,3.290322580645161,21.758064516129032,49205800.0,148
Bogdan Bogdanović,ATL,SG,31.0,79.0,33.0,30.39240506329114,5.962025316455696,13.924050632911392,0.428,3.037974683544304,8.113924050632912,0.374,2.9240506329113924,5.810126582278481,0.503,1.9113924050632911,2.075949367088608,0.921,0.6708860759493671,2.7721518987341773,3.4430379746835444,3.1265822784810124,1.2151898734177216,0.3291139240506329,1.4177215189873418,2.2658227848101267,16.873417721518987,17260000.0,149
Brandon Ingram,NOP,SF,26.0,64.0,64.0,32.859375,7.8125,15.890625,0.492,1.34375,3.78125,0.355,6.46875,12.109375,0.534,3.84375,4.796875,0.801,0.671875,4.390625,5.0625,5.671875,0.78125,0.625,2.546875,2.265625,20.8125,36016200.0,150
Alperen Sengun,HOU,C,21.0,63.0,63.0,32.476190476190474,8.365079365079366,15.587301587301589,0.537,0.5238095238095238,1.761904761904762,0.297,7.841269841269841,13.825396825396826,0.567,3.873015873015873,5.587301587301587,0.693,2.9047619047619047,6.444444444444445,9.34920634920635,4.9523809523809526,1.2063492063492065,0.7301587301587301,2.571428571428572,3.3492063492063493,21.126984126984127,5424654.0,151
Devin Vassell,SAS,SG,23.0,68.0,62.0,33.05882352941177,7.323529411764706,15.529411764705882,0.472,2.4411764705882355,6.5588235294117645,0.372,4.882352941176471,8.970588235294118,0.544,2.367647058823529,2.9558823529411766,0.801,0.3970588235294117,3.4411764705882355,3.838235294117647,4.073529411764706,1.0735294117647058,0.3382352941176471,1.588235294117647,1.088235294117647,19.455882352941178,29347826.0,152
CJ McCollum,NOP,PG,32.0,66.0,66.0,32.71212121212121,7.333333333333333,15.984848484848484,0.459,3.621212121212121,8.43939393939394,0.429,3.712121212121212,7.545454545454546,0.492,1.7424242424242424,2.106060606060606,0.827,0.5909090909090909,3.742424242424242,4.333333333333333,4.621212121212121,0.9393939393939394,0.6212121212121212,1.6666666666666667,1.9090909090909087,20.03030303030303,33333333.0,153
Myles Turner,IND,C,27.0,77.0,77.0,26.96103896103896,6.181818181818182,11.805194805194803,0.524,1.5064935064935066,4.207792207792208,0.358,4.675324675324675,7.597402597402597,0.615,3.1818181818181817,4.116883116883117,0.773,1.4675324675324677,5.454545454545454,6.922077922077922,1.2987012987012987,0.5064935064935064,1.87012987012987,1.4155844155844155,3.012987012987013,17.051948051948052,19928500.0,154
Austin Reaves,LAL,SG,25.0,82.0,57.0,32.0609756097561,5.573170731707317,11.46341463414634,0.486,1.8780487804878048,5.121951219512195,0.367,3.695121951219512,6.341463414634147,0.583,2.8292682926829267,3.317073170731707,0.853,0.6951219512195121,3.597560975609756,4.2926829268292686,5.487804878048781,0.8048780487804879,0.3048780487804878,2.1219512195121952,1.8658536585365848,15.853658536585366,12976362.0,155
Brandon Miller,CHO,SF,21.0,74.0,68.0,32.2027027027027,6.4324324324324325,14.635135135135137,0.44,2.4864864864864864,6.662162162162162,0.373,3.945945945945946,7.972972972972973,0.495,1.9324324324324325,2.3378378378378377,0.827,0.8108108108108109,3.445945945945946,4.256756756756757,2.364864864864865,0.8918918918918919,0.5675675675675675,1.7837837837837838,2.4864864864864864,17.283783783783782,11424600.0,156
Lauri Markkanen,UTA,PF,26.0,55.0,55.0,33.09090909090909,7.763636363636364,16.181818181818183,0.48,3.1818181818181817,7.981818181818181,0.399,4.581818181818182,8.2,0.559,4.527272727272727,5.036363636363636,0.899,2.2181818181818183,5.945454545454545,8.163636363636364,2.0,0.9090909090909092,0.4727272727272727,1.4,1.818181818181818,23.23636363636364,42176400.0,157
Jarrett Allen,CLE,C,25.0,77.0,77.0,31.714285714285715,6.740259740259741,10.636363636363637,0.634,0.0,0.0779220779220779,0.0,6.740259740259741,10.558441558441558,0.638,3.0259740259740258,4.077922077922078,0.742,3.155844155844156,7.376623376623376,10.532467532467532,2.727272727272727,0.6883116883116883,1.051948051948052,1.5714285714285714,1.9090909090909087,16.506493506493506,20000000.0,158
Fred VanVleet,HOU,PG,29.0,73.0,73.0,36.76712328767123,5.794520547945205,13.945205479452056,0.416,3.1095890410958904,8.027397260273972,0.387,2.684931506849315,5.917808219178082,0.454,2.698630136986301,3.136986301369863,0.86,0.4520547945205479,3.356164383561644,3.808219178082192,8.068493150684931,1.3835616438356164,0.8082191780821918,1.726027397260274,2.506849315068493,17.397260273972602,42846615.0,159
Donte DiVincenzo,NYK,SG,27.0,81.0,63.0,29.135802469135804,5.493827160493828,12.395061728395062,0.443,3.493827160493827,8.703703703703704,0.401,2.0,3.691358024691358,0.542,1.0617283950617284,1.4074074074074074,0.754,0.7777777777777778,2.888888888888889,3.6666666666666665,2.6666666666666665,1.3209876543209875,0.4444444444444444,1.3950617283950617,2.049382716049383,15.54320987654321,11445000.0,160
Jamal Murray,DEN,PG,26.0,59.0,59.0,31.54237288135593,8.033898305084746,16.71186440677966,0.481,2.457627118644068,5.779661016949152,0.425,5.576271186440678,10.932203389830509,0.51,2.6610169491525424,3.1186440677966103,0.853,0.711864406779661,3.389830508474576,4.101694915254237,6.508474576271187,0.9661016949152542,0.6610169491525424,2.1186440677966103,1.7627118644067796,21.1864406779661,36016200.0,161
Jimmy Butler,MIA,PF,34.0,60.0,60.0,34.03333333333333,6.6,13.216666666666669,0.499,1.0,2.4166666666666665,0.414,5.6,10.8,0.519,6.566666666666666,7.65,0.858,1.75,3.55,5.3,4.966666666666667,1.3166666666666669,0.2833333333333333,1.7,1.1333333333333333,20.766666666666666,48798677.0,162
Terry Rozier,MIA,SG,29.0,61.0,60.0,33.44262295081968,7.245901639344262,16.360655737704917,0.443,2.442622950819672,6.721311475409836,0.363,4.80327868852459,9.63934426229508,0.498,2.819672131147541,3.2459016393442623,0.869,0.5737704918032787,3.4754098360655736,4.049180327868853,5.60655737704918,1.0327868852459017,0.3442622950819672,1.7377049180327868,1.6557377049180328,19.75409836065574,24924126.0,163
Tobias Harris,PHI,PF,31.0,70.0,70.0,33.82857142857143,6.614285714285714,13.585714285714284,0.487,1.3,3.6857142857142855,0.353,5.314285714285714,9.9,0.537,2.671428571428572,3.0428571428571427,0.878,1.1428571428571428,5.328571428571428,6.471428571428572,3.1,1.0,0.6571428571428571,1.3285714285714283,1.6428571428571428,17.2,25365854.0,164
James Harden,LAC,PG,34.0,72.0,72.0,34.30555555555556,4.888888888888889,11.416666666666666,0.428,2.583333333333333,6.777777777777778,0.381,2.305555555555556,4.638888888888889,0.497,4.194444444444445,4.777777777777778,0.878,0.4722222222222222,4.652777777777778,5.125,8.527777777777779,1.0694444444444444,0.7916666666666666,2.5694444444444446,1.7638888888888888,16.555555555555557,33653846.0,165
Scottie Barnes,TOR,SG,22.0,60.0,60.0,34.9,7.45,15.7,0.475,1.6833333333333331,4.933333333333334,0.341,5.766666666666667,10.766666666666667,0.536,3.2666666666666666,4.183333333333334,0.781,2.35,5.883333333333334,8.233333333333333,6.05,1.25,1.4666666666666666,2.75,1.9666666666666663,19.85,10130980.0,166
Jonathan Kuminga,GSW,PF,21.0,74.0,46.0,26.33783783783784,6.162162162162162,11.64864864864865,0.529,0.7162162162162162,2.22972972972973,0.321,5.445945945945946,9.41891891891892,0.578,3.0135135135135136,4.04054054054054,0.746,1.2432432432432432,3.554054054054054,4.797297297297297,2.202702702702702,0.7432432432432432,0.4864864864864865,1.648648648648649,2.283783783783784,16.054054054054053,7636307.0,167
Jaden Ivey,DET,SG,21.0,77.0,61.0,28.7922077922078,5.415584415584416,12.636363636363637,0.429,1.6103896103896105,4.792207792207792,0.336,3.805194805194805,7.844155844155843,0.485,2.948051948051948,3.935064935064935,0.749,1.1168831168831168,2.311688311688312,3.4285714285714284,3.844155844155844,0.7402597402597403,0.5324675324675324,2.467532467532468,2.6493506493506493,15.38961038961039,7977240.0,168
Keegan Murray,SAC,SF,23.0,77.0,77.0,33.61038961038961,5.753246753246753,12.662337662337665,0.454,2.3766233766233764,6.636363636363637,0.358,3.3766233766233764,6.025974025974026,0.56,1.3376623376623376,1.6103896103896105,0.831,1.3766233766233766,4.077922077922078,5.454545454545454,1.675324675324675,1.025974025974026,0.7662337662337663,0.8311688311688312,2.6623376623376624,15.22077922077922,8809560.0,169
RJ Barrett,TOR,SG,23.0,58.0,58.0,31.6896551724138,7.517241379310345,15.172413793103448,0.495,1.5517241379310345,4.310344827586207,0.36,5.965517241379311,10.862068965517242,0.549,3.586206896551724,5.017241379310345,0.715,0.913793103448276,4.517241379310345,5.431034482758621,3.327586206896552,0.5344827586206896,0.3793103448275862,2.1724137931034484,2.2241379310344827,20.17241379310345,25794643.0,170
Immanuel Quickley,TOR,SG,24.0,68.0,38.0,29.19117647058824,5.705882352941177,13.147058823529411,0.434,2.514705882352941,6.367647058823529,0.395,3.1911764705882355,6.779411764705882,0.471,3.073529411764706,3.602941176470588,0.853,0.25,3.5588235294117645,3.808823529411765,4.867647058823529,0.7352941176470589,0.1470588235294117,1.4852941176470589,1.75,17.0,32500000.0,171
Kristaps Porziņģis,BOS,C,28.0,57.0,57.0,29.649122807017545,6.807017543859649,13.192982456140353,0.516,1.9298245614035088,5.140350877192983,0.375,4.87719298245614,8.052631578947368,0.606,4.543859649122807,5.298245614035087,0.858,1.7017543859649122,5.473684210526316,7.175438596491228,2.017543859649123,0.7368421052631579,1.947368421052632,1.5614035087719298,2.736842105263158,20.087719298245613,29268293.0,172
Tim Hardaway Jr.,DAL,SF,31.0,79.0,12.0,26.835443037974684,4.962025316455696,12.354430379746836,0.402,2.670886075949367,7.556962025316456,0.353,2.2911392405063293,4.79746835443038,0.478,1.8227848101265824,2.1392405063291138,0.852,0.2784810126582278,2.9367088607594938,3.2151898734177213,1.759493670886076,0.5316455696202531,0.0759493670886076,0.8734177215189873,1.3417721518987342,14.417721518987342,16193183.0,173
Jerami Grant,POR,PF,29.0,54.0,54.0,33.888888888888886,7.092592592592593,15.74074074074074,0.451,2.055555555555556,5.111111111111111,0.402,5.037037037037037,10.62962962962963,0.474,4.722222222222222,5.777777777777778,0.817,0.6851851851851852,2.851851851851852,3.537037037037037,2.814814814814815,0.8333333333333334,0.6296296296296297,2.1481481481481484,2.1666666666666665,20.96296296296296,29793104.0,174
Bobby Portis,MIL,PF,28.0,82.0,4.0,24.48780487804878,5.682926829268292,11.195121951219512,0.508,1.2195121951219512,3.0,0.407,4.463414634146342,8.195121951219512,0.545,1.195121951219512,1.5121951219512195,0.79,1.7317073170731707,5.670731707317073,7.402439024390244,1.2682926829268293,0.8292682926829268,0.4146341463414634,1.1097560975609757,2.304878048780488,13.78048780487805,12578286.0,175
Dennis Schröder,BRK,PG,30.0,80.0,58.0,31.075,5.0375,11.5875,0.435,1.725,4.6,0.375,3.3125,6.9875,0.474,2.225,2.6625,0.836,0.4875,2.5375,3.025,6.1,0.7875,0.2125,1.9125,2.05,14.025,13025250.0,176
Malik Monk,SAC,SG,25.0,72.0,0.0,26.0,5.5,12.40277777777778,0.443,2.055555555555556,5.875,0.35,3.4444444444444446,6.527777777777778,0.528,2.361111111111111,2.8472222222222223,0.829,0.3888888888888889,2.555555555555556,2.9444444444444446,5.138888888888889,0.625,0.5416666666666666,2.083333333333333,2.1666666666666665,15.416666666666666,17405203.0,177
Derrick White,BOS,SG,29.0,73.0,73.0,32.61643835616438,5.301369863013699,11.493150684931509,0.461,2.684931506849315,6.780821917808219,0.396,2.616438356164384,4.712328767123288,0.555,1.8767123287671232,2.0821917808219177,0.901,0.6986301369863014,3.547945205479452,4.2465753424657535,5.164383561643835,1.0136986301369864,1.1917808219178083,1.5342465753424657,2.0821917808219177,15.164383561643836,20071429.0,178
Deni Avdija,WAS,SF,23.0,75.0,75.0,30.093333333333334,5.413333333333333,10.706666666666669,0.506,1.1733333333333331,3.1333333333333333,0.374,4.24,7.573333333333333,0.56,2.6933333333333334,3.64,0.74,1.12,6.08,7.2,3.8133333333333335,0.8,0.48,2.1333333333333333,2.466666666666667,14.693333333333332,15625000.0,179
Julius Randle,NYK,PF,29.0,46.0,46.0,35.43478260869565,8.58695652173913,18.17391304347826,0.472,1.6521739130434785,5.304347826086956,0.311,6.934782608695652,12.869565217391305,0.539,5.130434782608695,6.565217391304348,0.781,2.152173913043478,7.043478260869565,9.195652173913045,4.978260869565218,0.5434782608695652,0.2608695652173913,3.4565217391304346,2.717391304347826,23.95652173913044,28939680.0,180
Naz Reid,MIN,C,24.0,81.0,14.0,24.246913580246915,5.012345679012346,10.506172839506172,0.477,2.08641975308642,5.037037037037037,0.414,2.925925925925926,5.469135802469136,0.535,1.345679012345679,1.8271604938271604,0.736,0.9012345679012346,4.320987654320987,5.222222222222222,1.308641975308642,0.7777777777777778,0.9012345679012346,1.3703703703703705,2.123456790123457,13.45679012345679,13986432.0,181
Keldon Johnson,SAS,SF,24.0,69.0,27.0,29.536231884057973,5.666666666666667,12.492753623188406,0.454,1.8405797101449275,5.318840579710145,0.346,3.8260869565217392,7.173913043478261,0.533,2.536231884057971,3.2028985507246377,0.792,1.3768115942028984,4.086956521739131,5.463768115942029,2.8260869565217392,0.7391304347826086,0.2898550724637681,1.4492753623188406,2.1594202898550723,15.710144927536232,19000000.0,182
Corey Kispert,WAS,SF,24.0,80.0,22.0,25.8375,4.825,9.925,0.486,2.3,6.0,0.383,2.525,3.925,0.643,1.425,1.9625,0.726,0.375,2.4375,2.8125,1.95,0.5125,0.2,1.225,1.7625,13.375,5705887.0,183
Rudy Gobert,MIN,C,31.0,76.0,76.0,34.11842105263158,5.342105263157895,8.078947368421053,0.661,0.0,0.0394736842105263,0.0,5.342105263157895,8.039473684210526,0.664,3.276315789473684,5.131578947368421,0.638,3.75,9.171052631578949,12.921052631578949,1.3421052631578947,0.6842105263157895,2.131578947368421,1.5526315789473684,3.131578947368421,13.960526315789474,43827586.0,184
Norman Powell,LAC,SG,30.0,76.0,3.0,26.18421052631579,4.907894736842105,10.105263157894736,0.486,2.1973684210526314,5.052631578947368,0.435,2.710526315789474,5.052631578947368,0.536,1.881578947368421,2.263157894736842,0.831,0.2105263157894736,2.3552631578947367,2.5657894736842106,1.0789473684210529,0.5657894736842105,0.2894736842105263,0.868421052631579,1.8026315789473684,13.894736842105264,19241379.0,185
Kelly Oubre Jr.,PHI,SF,28.0,68.0,52.0,30.22058823529412,5.691176470588236,12.911764705882351,0.441,1.4852941176470589,4.779411764705882,0.311,4.205882352941177,8.132352941176471,0.517,2.5588235294117645,3.411764705882353,0.75,1.3823529411764706,3.632352941176471,5.014705882352941,1.4852941176470589,1.1323529411764706,0.6911764705882353,1.2794117647058822,2.8529411764705883,15.426470588235292,7983000.0,186
Jabari Smith Jr.,HOU,PF,20.0,76.0,76.0,31.894736842105264,4.973684210526316,10.960526315789474,0.454,1.8157894736842104,5.0,0.363,3.1578947368421053,5.9605263157894735,0.53,1.973684210526316,2.4342105263157894,0.811,1.8289473684210529,6.276315789473684,8.105263157894736,1.5921052631578947,0.6842105263157895,0.8026315789473685,1.1710526315789471,2.631578947368421,13.736842105263158,9770880.0,187
Anfernee Simons,POR,SG,24.0,46.0,46.0,34.391304347826086,7.826086956521739,18.195652173913043,0.43,3.391304347826087,8.804347826086957,0.385,4.434782608695652,9.391304347826088,0.472,3.5434782608695654,3.869565217391304,0.916,0.4782608695652174,3.152173913043478,3.630434782608696,5.543478260869565,0.5,0.108695652173913,2.739130434782609,2.130434782608696,22.58695652173913,25892857.0,188
Darius Garland,CLE,PG,24.0,57.0,57.0,33.35087719298246,6.578947368421052,14.75438596491228,0.446,2.3157894736842106,6.245614035087719,0.371,4.2631578947368425,8.508771929824562,0.501,2.56140350877193,3.0701754385964914,0.834,0.5263157894736842,2.1403508771929824,2.6666666666666665,6.543859649122807,1.2982456140350878,0.1228070175438596,3.087719298245614,1.6666666666666667,18.035087719298247,36725670.0,189
John Collins,UTA,PF,26.0,68.0,66.0,27.955882352941178,5.838235294117647,10.970588235294118,0.532,1.2647058823529411,3.411764705882353,0.371,4.573529411764706,7.558823529411764,0.605,2.161764705882353,2.7205882352941178,0.795,2.3088235294117645,6.147058823529412,8.455882352941176,1.1323529411764706,0.5882352941176471,0.8970588235294118,1.4411764705882353,2.8088235294117645,15.102941176470589,26580000.0,190
Grayson Allen,PHO,SG,28.0,75.0,74.0,33.50666666666667,4.533333333333333,9.093333333333334,0.499,2.7333333333333334,5.933333333333334,0.461,1.8,3.16,0.57,1.72,1.96,0.878,0.64,3.293333333333333,3.933333333333333,3.026666666666667,0.92,0.6,1.2666666666666666,2.0933333333333333,13.52,15625000.0,191
Aaron Gordon,DEN,PF,28.0,73.0,73.0,31.46575342465753,5.452054794520548,9.808219178082192,0.556,0.547945205479452,1.8904109589041096,0.29,4.904109589041096,7.917808219178082,0.619,2.424657534246576,3.684931506849315,0.658,2.3835616438356166,4.068493150684931,6.452054794520548,3.547945205479452,0.7671232876712328,0.6164383561643836,1.4383561643835616,1.9452054794520548,13.876712328767123,22841455.0,192
Buddy Hield,PHI,SF,31.0,84.0,42.0,25.714285714285715,4.416666666666667,10.11904761904762,0.436,2.607142857142857,6.761904761904762,0.386,1.809523809523809,3.357142857142857,0.539,0.6190476190476191,0.7023809523809523,0.881,0.7261904761904762,2.4761904761904763,3.202380952380953,2.8095238095238093,0.8333333333333334,0.5,1.2261904761904765,2.011904761904762,12.05952380952381,8780488.0,193
Jonas Valančiūnas,NOP,C,31.0,82.0,82.0,23.47560975609756,4.902439024390244,8.768292682926829,0.559,0.4512195121951219,1.4634146341463414,0.308,4.451219512195122,7.304878048780488,0.609,1.9634146341463408,2.5,0.785,2.268292682926829,6.524390243902439,8.792682926829269,2.109756097560976,0.3902439024390244,0.8292682926829268,1.353658536585366,2.658536585365854,12.21951219512195,9900000.0,194
Harrison Barnes,SAC,PF,31.0,82.0,82.0,29.036585365853657,4.2317073170731705,8.926829268292684,0.474,1.817073170731708,4.695121951219512,0.387,2.414634146341464,4.2317073170731705,0.571,1.914634146341464,2.3902439024390243,0.801,0.8170731707317073,2.2195121951219514,3.0365853658536586,1.2073170731707317,0.6585365853658537,0.1463414634146341,0.7073170731707317,1.195121951219512,12.195121951219512,18000000.0,195
Desmond Bane,MEM,SG,25.0,42.0,42.0,34.357142857142854,8.571428571428571,18.476190476190474,0.464,3.261904761904762,8.571428571428571,0.381,5.309523809523809,9.904761904761903,0.536,3.333333333333333,3.8333333333333335,0.87,0.8571428571428571,3.5476190476190474,4.404761904761905,5.476190476190476,1.0238095238095235,0.5238095238095238,2.6666666666666665,2.857142857142857,23.73809523809524,34005250.0,196
Brook Lopez,MIL,C,35.0,79.0,79.0,30.51898734177216,4.632911392405063,9.556962025316457,0.485,1.873417721518988,5.113924050632911,0.366,2.759493670886076,4.443037974683544,0.621,1.3924050632911391,1.6962025316455696,0.821,1.481012658227848,3.6962025316455698,5.177215189873418,1.6075949367088609,0.5443037974683544,2.392405063291139,1.0,2.4177215189873418,12.531645569620252,23000000.0,197
Josh Giddey,OKC,SG,21.0,80.0,80.0,25.1375,5.025,10.5875,0.475,1.025,3.0375,0.337,4.0,7.55,0.53,1.25,1.55,0.806,1.3875,5.0375,6.425,4.825,0.6375,0.55,2.1,1.3875,12.325,8352367.0,198
Keyonte George,UTA,PG,20.0,75.0,44.0,26.973333333333333,4.253333333333333,10.866666666666667,0.391,1.96,5.866666666666666,0.334,2.293333333333333,5.0,0.459,2.52,2.973333333333333,0.848,0.2,2.6133333333333333,2.813333333333333,4.426666666666667,0.48,0.0933333333333333,2.506666666666667,1.2133333333333334,12.986666666666666,4084200.0,199
Bradley Beal,PHO,SG,30.0,53.0,53.0,33.33962264150944,7.113207547169812,13.867924528301886,0.513,1.9056603773584904,4.433962264150943,0.43,5.2075471698113205,9.433962264150944,0.552,2.056603773584906,2.5283018867924527,0.813,1.018867924528302,3.358490566037736,4.377358490566038,5.0,0.981132075471698,0.5094339622641509,2.471698113207548,2.39622641509434,18.18867924528302,50203930.0,200
Caris LeVert,CLE,SG,29.0,68.0,10.0,28.794117647058822,5.073529411764706,12.058823529411764,0.421,1.588235294117647,4.882352941176471,0.325,3.485294117647059,7.176470588235294,0.486,2.264705882352941,2.9558823529411766,0.766,0.5735294117647058,3.544117647058824,4.117647058823529,5.088235294117647,1.1176470588235294,0.5,1.7205882352941178,1.7794117647058822,14.0,16615384.0,201
Jalen Suggs,ORL,SG,22.0,75.0,75.0,27.0,4.48,9.52,0.471,2.04,5.133333333333334,0.397,2.44,4.386666666666667,0.556,1.5733333333333333,2.08,0.756,0.64,2.4133333333333336,3.053333333333333,2.7333333333333334,1.413333333333333,0.6266666666666667,1.76,2.7333333333333334,12.573333333333334,9188385.0,202
Jordan Clarkson,UTA,SG,31.0,55.0,19.0,30.581818181818186,6.127272727272727,14.836363636363636,0.413,1.6545454545454543,5.618181818181818,0.294,4.472727272727273,9.21818181818182,0.485,3.2181818181818183,3.654545454545455,0.881,0.8909090909090909,2.527272727272728,3.418181818181818,5.036363636363636,0.6363636363636364,0.109090909090909,2.6545454545454548,1.4727272727272729,17.12727272727273,14092577.0,203
Andrew Wiggins,GSW,SF,28.0,71.0,59.0,27.04225352112676,4.971830985915493,10.985915492957746,0.453,1.2816901408450705,3.5774647887323945,0.358,3.690140845070424,7.408450704225352,0.498,2.0,2.6619718309859155,0.751,1.5211267605633805,3.0,4.52112676056338,1.676056338028169,0.5915492957746479,0.5774647887323944,1.2253521126760565,2.0704225352112675,13.225352112676056,26276786.0,204
P.J. Washington,DAL,PF,25.0,73.0,45.0,30.42465753424657,4.849315068493151,11.10958904109589,0.436,1.808219178082192,5.657534246575342,0.32,3.041095890410959,5.452054794520548,0.558,1.356164383561644,1.9863013698630136,0.683,1.1643835616438356,4.465753424657534,5.63013698630137,1.9315068493150684,0.9863013698630136,0.8082191780821918,1.3150684931506849,2.315068493150685,12.863013698630136,15500000.0,205
Cole Anthony,ORL,PG,23.0,81.0,0.0,22.43209876543209,4.098765432098766,9.419753086419751,0.435,1.148148148148148,3.3950617283950617,0.338,2.950617283950617,6.024691358024692,0.49,2.2222222222222223,2.691358024691358,0.826,0.7901234567901234,3.049382716049383,3.8395061728395055,2.9135802469135803,0.7901234567901234,0.4567901234567901,1.5555555555555556,2.1604938271604937,11.567901234567902,12900000.0,206
Ayo Dosunmu,CHI,SG,24.0,76.0,37.0,29.105263157894736,4.7368421052631575,9.460526315789474,0.501,1.5657894736842106,3.881578947368421,0.403,3.171052631578948,5.578947368421052,0.568,1.118421052631579,1.381578947368421,0.81,0.7105263157894737,2.131578947368421,2.8421052631578947,3.1842105263157894,0.8947368421052632,0.4736842105263157,1.355263157894737,2.1842105263157894,12.157894736842104,7000000.0,207
